,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
323525,5,5,3,4,3,4,4,4,5,4,2,3
408934,3,3,2,2,2,2,3,3,3,3,1,2
435816,3,2,2,2,2,1,2,1,3,2,2,1
468870,4,5,2,4,4,4,4,3,4,3,1,3
487087,2,2,1,0,2,1,2,1,3,2,1,1
28182,2,2,1,0,0,1,2,1,2,0,1,1
341830,2,1,1,1,1,1,2,1,1,2,1,1
142311,4,5,2,4,4,4,4,4,3,3,1,3
432421,4,4,2,2,2,3,3,3,3,3,2,2
344263,4,4,2,2,3,3,3,2,3,2,2,2
547611,3,4,2,2,2,3,3,2,3,3,1,2
255625,3,3,2,1,1,2,2,1,0,0,0,0
312051,5,5,2,4,3,4,4,4,4,3,1,3
551386,3,3,2,3,3,3,3,3,3,2,1,2
277474,3,3,2,2,2,3,3,3,3,2,1,1
344425,5,5,2,4,4,4,4,4,3,3,1,3
132391,4,4,2,3,3,3,4,4,4,4,2,3
239468,3,3,2,2,3,3,3,3,3,2,1,2
255968,5,4,2,4,3,3,3,2,1,3,2,2
315503,4,5,2,4,3,4,4,4,4,3,1,3
285801,4,4,2,4,3,3,4,3,4,3,2,2
55822,2,2,1,2,2,1,2,1,3,2,1,1
484199,1,2,1,1,2,1,1,0,1,2,1,0
574376,4,3,2,2,2,3,3,3,3,2,1,2
585817,3,2,2,2,2,3,3,1,2,2,1,1
257770,5,5,2,4,4,3,4,4,3,3,1,3
321206,4,3,2,3,3,4,4,4,4,4,1,3
315500,4,3,2,4,3,3,3,3,3,3,1,3
249783,5,5,2,4,3,4,5,4,4,3,2,3
430317,4,3,2,4,4,4,4,4,3,3,1,3
468767,3,3,2,2,2,3,3,3,3,2,1,2
286004,5,4,2,4,3,4,4,3,4,3,2,3
260564,5,3,2,4,3,3,4,3,3,3,1,3
333216,4,5,3,5,4,4,4,4,5,4,3,3
10844,5,4,2,4,3,3,4,3,3,3,2,2
357269,5,5,2,4,3,4,4,4,4,3,1,3
239206,4,4,2,3,3,3,4,4,4,4,2,2
36016,4,3,2,4,3,3,3,3,3,3,1,2
335196,5,5,2,4,3,4,4,4,5,4,3,3
470326,2,2,1,0,0,1,2,1,2,2,1,1
231201,5,4,3,4,3,4,4,3,5,3,2,2
135202,4,4,2,3,3,3,4,3,4,2,2,2
104624,1,0,1,0,1,1,1,1,1,1,1,1
420945,2,2,1,0,2,1,2,1,2,3,1,1
568681,5,5,3,4,3,4,5,4,4,3,2,2
124593,5,3,2,4,4,3,4,3,3,3,1,3
325464,4,4,2,3,3,3,3,3,4,3,2,2
521277,5,5,2,4,3,4,4,4,4,3,1,3
121789,3,2,2,3,2,3,3,0,3,2,1,1
551431,5,5,2,4,3,4,4,3,4,3,2,3
456956,4,5,2,4,4,4,4,4,4,3,1,3
345878,2,2,1,1,2,1,2,2,3,2,1,1
92730,4,5,2,4,4,4,4,4,4,4,3,3
19777,4,3,2,3,3,4,4,3,3,3,1,3
201676,3,3,2,3,2,3,1,2,3,2,0,1
308755,3,3,2,2,3,3,3,3,3,3,1,2
92055,2,2,1,1,2,1,1,2,2,2,1,1
332778,5,5,3,5,4,4,4,4,5,4,3,3
596332,3,3,2,2,2,2,3,3,3,2,1,2
136724,4,3,2,4,3,3,4,3,3,3,1,3
370870,2,2,1,0,0,1,2,1,2,2,1,1
387532,4,5,2,4,3,4,4,4,5,4,3,3
287289,2,2,2,1,2,1,2,1,3,2,1,2
116199,4,3,2,4,4,4,4,3,3,3,1,3
497387,4,4,2,3,3,3,3,3,3,3,2,2
370378,3,3,2,3,3,3,3,3,3,2,1,2
549772,3,4,2,3,3,3,3,3,3,3,1,2
37755,3,3,2,3,3,3,3,3,3,2,1,2
159343,4,5,2,4,4,4,4,4,4,4,3,3
279467,4,5,2,5,4,4,4,4,4,4,3,3
169228,2,2,2,2,2,1,2,1,3,2,1,1
305281,3,3,2,2,3,3,3,3,3,3,1,2
161252,4,4,2,4,3,4,4,3,4,3,2,2
79528,4,3,2,3,3,3,3,3,3,2,1,1
371139,3,2,2,2,2,1,3,1,2,2,1,1
330506,2,2,1,2,2,1,2,1,2,2,1,1
489896,5,4,3,4,3,4,4,3,5,3,2,3
68227,3,3,2,2,2,3,3,3,3,2,1,1
68027,3,3,2,3,3,3,3,3,3,2,1,1
284960,4,3,2,4,3,4,4,4,4,3,1,3
225566,3,3,2,2,3,3,3,2,3,2,1,2
79720,1,1,1,1,1,1,1,2,1,2,1,1
360214,4,3,2,3,3,4,4,3,3,3,1,3
116915,5,4,2,4,3,3,4,3,4,3,2,2
566989,4,4,2,4,3,3,3,3,3,3,1,2
416366,2,2,1,1,2,1,2,1,3,2,1,1
329896,4,3,2,3,3,3,4,3,4,3,2,2
90816,4,4,2,4,3,3,3,3,4,3,1,3
521803,5,5,2,4,3,4,4,4,4,3,1,3
384632,4,3,2,4,3,4,3,3,3,3,1,2
555821,5,5,3,4,3,4,4,4,5,4,3,3
334167,3,2,1,1,2,1,2,2,3,2,1,1
435515,5,5,3,4,4,4,4,4,5,4,2,3
571899,1,0,1,0,0,1,1,1,2,0,1,0
110573,1,0,1,0,1,1,1,1,1,1,1,1
165348,5,4,2,3,3,3,3,3,3,2,2,2
539382,3,3,2,2,2,2,2,3,3,3,1,2
84631,4,4,2,3,3,3,3,3,4,3,2,2
322881,5,5,3,5,4,4,4,4,5,4,3,3
133132,5,4,2,4,3,4,4,3,4,3,2,2
394276,4,3,2,3,3,3,4,4,4,4,1,3
385069,4,4,2,4,3,3,4,3,3,3,1,2
292686,4,4,2,4,3,3,3,3,4,3,2,2
565620,4,4,2,3,3,3,3,3,4,2,2,1
211327,5,5,3,4,3,4,4,4,5,4,2,3
548011,3,3,2,2,3,3,3,3,3,3,1,2
26646,3,4,2,1,3,2,2,2,1,3,2,2
423341,2,2,1,0,0,1,2,1,2,1,1,1
194772,5,5,3,4,3,4,4,4,5,4,2,3
445208,5,5,3,4,4,4,4,4,5,4,4,4
11462,2,2,1,0,2,1,2,1,3,2,1,1
262099,2,1,1,1,2,1,1,1,1,2,1,1
375891,3,3,2,2,3,3,3,3,3,2,1,2
113053,4,4,2,3,3,3,3,3,4,3,2,2
301085,4,4,2,4,3,4,4,3,4,3,1,3
157963,4,3,2,3,3,3,3,3,3,3,1,2
138079,4,3,2,3,3,3,4,3,3,2,1,2
182355,4,4,2,3,3,3,4,4,4,4,2,2
306918,4,5,2,4,4,4,4,4,4,3,1,3
153765,3,2,2,2,2,3,3,3,3,2,2,2
153375,2,2,2,2,2,1,2,2,3,2,1,1
174044,2,1,1,0,1,1,2,1,2,1,1,1
175,4,4,2,3,3,4,4,3,3,2,0,3
353816,4,4,2,3,3,3,3,3,3,3,1,2
110102,4,5,3,4,3,3,4,4,5,4,2,3
190055,3,3,2,2,2,2,3,3,3,3,1,2
585434,2,3,1,1,2,3,1,2,2,2,1,1
597538,5,5,2,4,4,4,4,4,4,3,1,3
403874,1,1,1,2,0,1,2,1,2,2,1,1
178848,3,2,2,2,2,1,2,1,3,2,1,1
533228,5,4,2,4,3,3,3,3,4,3,2,2
164585,5,4,3,4,3,4,4,3,4,3,2,2
150571,2,2,1,0,2,1,1,1,2,2,1,1
442940,4,5,2,4,3,3,4,4,4,4,2,3
151263,5,4,3,4,3,4,4,3,4,3,2,2
110152,2,2,2,2,2,1,2,0,3,2,1,1
55009,4,2,2,3,3,3,3,3,3,2,1,1
188053,2,2,2,2,2,1,2,1,2,2,1,1
350251,4,3,2,3,3,3,4,3,3,2,1,2
240787,3,2,1,1,2,1,1,2,3,2,0,1
63079,3,2,2,3,2,3,3,3,3,2,1,1
484165,5,4,2,4,3,4,4,4,4,3,2,3
434670,5,4,2,4,3,3,3,3,4,3,2,2
249728,3,2,2,3,3,3,3,3,3,2,1,1
303785,3,3,2,2,2,3,3,3,3,3,1,2
185118,3,2,2,2,2,1,2,2,1,2,2,2
43087,4,4,2,4,3,4,4,3,4,3,1,2
257567,4,3,2,3,3,3,4,3,4,3,1,2
11481,1,0,1,1,1,1,1,0,2,2,1,0
310929,3,4,2,1,2,2,2,2,1,3,2,2
405204,4,4,2,3,3,3,4,3,5,3,2,2
298949,5,4,2,4,3,3,4,4,4,3,2,3
304129,3,2,2,2,2,3,3,3,3,2,1,2
423192,4,3,2,3,3,3,3,3,3,2,1,2
437044,1,1,1,1,1,0,1,2,1,2,1,0
488511,3,3,2,2,3,3,3,3,3,2,1,2
76361,4,4,2,4,3,3,4,3,3,2,1,2
496426,5,5,3,4,4,4,4,4,5,4,3,3
347856,5,5,3,4,3,4,4,4,5,3,2,3
580863,2,2,1,1,2,1,2,2,3,2,1,1
397115,2,2,2,1,2,1,2,2,3,2,1,2
582184,5,5,3,5,3,4,4,4,5,4,3,3
410129,4,3,2,3,3,3,3,3,3,3,1,2
514700,2,2,1,0,2,1,3,1,3,2,1,1
480881,4,4,2,3,3,3,4,3,4,3,2,2
251986,3,3,2,2,2,3,3,2,3,3,1,2
588663,2,2,1,1,2,1,1,1,2,2,1,1
444607,4,3,2,3,3,3,4,3,3,2,1,2
218686,3,3,2,3,2,3,3,3,3,2,1,1
579245,5,5,3,5,4,5,4,4,5,4,3,3
194539,5,5,2,4,3,4,4,3,4,3,2,3
55379,3,3,2,2,3,2,2,3,3,2,1,1
172664,4,3,2,3,3,3,3,3,3,2,1,2
73344,5,3,2,4,3,3,4,3,3,3,1,3
380168,4,3,2,4,3,4,4,3,3,3,1,3
105934,0,2,1,1,0,0,1,1,2,2,1,1
168317,4,3,2,3,3,3,3,3,3,2,1,2
299368,4,3,2,2,3,3,4,3,3,2,1,2
375113,2,2,1,0,2,1,2,1,2,2,1,1
553739,5,5,2,4,3,4,4,3,4,3,1,3
228023,4,3,2,4,4,4,4,4,4,3,1,3
508446,5,4,2,4,3,3,3,3,4,3,2,2
13016,5,4,2,4,3,3,3,3,5,3,2,2
557773,4,3,2,3,3,3,4,4,4,3,1,3
395909,3,2,2,2,2,3,3,1,3,2,1,1
232624,4,4,2,4,3,4,4,3,4,3,1,3
2648,4,3,2,3,3,3,4,3,3,2,1,2
283320,2,2,1,1,2,1,2,1,2,2,1,1
171385,1,2,1,0,2,0,3,1,1,2,1,1
402043,5,4,2,4,3,4,5,4,3,3,1,2
123,4,5,2,1,4,3,4,1,3,1,2,3
160103,3,3,2,3,3,3,3,3,3,2,1,1
486240,2,1,1,1,0,1,2,1,2,0,1,1
350083,5,4,2,4,3,4,4,3,4,3,2,2
181115,4,4,2,3,3,3,3,3,3,2,2,1
344650,3,3,2,3,3,3,3,3,3,2,1,1
186957,5,5,2,4,3,4,4,3,4,3,1,3
378398,4,4,2,3,3,3,3,3,3,3,2,2
314037,5,4,2,4,3,3,4,3,4,3,2,2
254308,2,2,1,1,2,0,2,2,3,2,1,2
598384,4,4,2,3,3,2,3,3,1,3,2,2
347696,3,3,2,4,3,3,3,3,3,3,1,3
509765,4,4,2,3,3,3,3,3,3,3,1,2
409606,5,5,2,4,3,4,4,3,4,3,2,3
76707,4,4,2,3,3,3,4,3,4,3,1,2
547304,4,4,2,3,3,3,4,3,4,3,2,2
250999,4,4,2,3,3,3,4,3,3,2,1,2
557010,5,4,2,3,3,3,4,3,4,2,2,2
589179,4,3,2,3,3,3,3,3,3,3,1,2
432949,4,3,2,4,3,4,4,4,3,2,1,3
428685,5,5,3,5,3,4,4,4,5,4,3,3
118192,4,5,2,4,3,4,4,4,4,4,3,3
593430,2,1,1,1,2,1,1,2,1,2,1,1
220778,3,2,2,2,2,1,2,2,3,2,1,1
289043,5,4,2,4,3,3,3,3,4,3,2,2
169465,4,3,2,2,2,3,1,2,3,2,0,1
228987,5,5,3,5,4,4,4,4,5,4,3,3
14106,1,2,1,0,0,1,2,0,2,2,1,1
84725,4,4,2,4,3,4,4,4,5,4,2,3
135158,2,2,2,0,2,1,2,0,2,2,1,2
193556,2,2,1,1,2,1,1,2,3,2,2,1
551716,5,5,2,4,3,4,4,4,4,3,2,3
387578,3,3,2,2,2,3,3,1,3,2,1,1
535425,2,1,1,1,2,2,1,2,1,2,1,1
50221,3,3,2,2,2,3,3,3,3,2,1,1
222179,4,3,2,3,3,3,3,3,3,2,1,2
107874,3,3,2,2,2,3,3,2,3,2,1,1
41775,1,1,1,2,0,1,2,1,1,2,1,1
18356,5,3,2,4,3,3,3,3,3,3,1,3
8879,4,3,2,3,3,3,4,3,3,3,1,2
69769,2,1,1,1,0,1,0,2,1,2,1,1
489372,2,2,1,0,2,1,2,1,1,2,1,1
587851,4,3,2,3,3,3,3,3,4,3,1,2
10699,3,2,2,2,2,3,3,2,3,2,1,1
470013,4,4,2,3,3,3,3,3,4,2,2,1
377281,4,3,2,3,3,3,3,3,3,3,1,2
436420,1,2,1,1,2,1,3,1,2,2,1,1
87441,4,5,2,4,4,4,4,4,4,4,3,3
581555,4,3,2,3,3,3,4,3,4,3,1,2
485031,4,3,2,3,3,3,3,3,3,2,1,2
123900,4,2,2,3,3,3,3,3,3,2,1,1
82266,2,1,0,0,0,1,1,0,2,1,1,1
335577,3,2,2,2,2,3,3,1,3,2,1,1
452329,4,4,2,4,3,3,3,3,4,3,2,2
13727,4,5,3,5,3,4,4,4,5,4,3,3
348133,4,3,2,3,3,3,4,4,4,2,1,2
570241,4,3,2,3,3,3,4,3,3,2,1,2
249322,1,2,1,0,0,1,2,1,2,2,1,1
300558,3,3,2,2,2,3,3,3,3,3,1,2
568497,2,2,1,1,2,1,2,1,3,2,1,1
494630,3,2,1,2,2,1,2,1,3,2,1,1
576978,4,3,2,3,3,3,3,3,3,3,1,2
375335,4,3,2,3,3,3,4,3,3,3,1,2
584643,4,3,2,3,3,3,4,3,3,2,1,2
47617,2,2,2,1,2,2,2,2,3,2,1,1
79903,5,4,2,4,3,4,4,4,3,2,1,2
360736,4,3,2,3,3,4,4,4,4,3,1,3
208510,5,4,2,4,3,4,4,3,5,3,2,3
470809,4,4,2,4,3,4,4,4,4,3,1,3
117110,5,4,2,4,3,3,3,3,4,3,2,2
541044,5,4,2,2,3,3,3,3,3,3,1,3
155515,4,5,2,4,4,4,4,4,4,4,3,3
500895,5,4,2,4,3,3,4,3,3,3,1,2
146678,4,4,2,3,3,3,3,3,1,2,2,1
368746,2,2,1,0,2,0,3,1,2,2,1,1
217468,3,2,2,2,2,1,3,1,2,2,1,1
231998,4,4,2,3,3,3,3,3,3,3,1,2
60437,4,3,2,3,3,3,3,3,3,3,1,2
314307,5,5,2,4,4,4,4,3,3,3,1,3
374044,3,2,2,1,3,2,2,2,3,3,2,2
9945,5,5,3,4,3,4,5,3,5,3,2,3
297406,5,5,3,4,3,4,4,4,5,4,3,3
141330,3,3,2,2,2,3,3,3,3,2,1,2
521766,4,3,2,4,3,3,3,3,3,3,1,2
520362,5,4,2,4,3,4,4,3,4,3,2,2
78099,2,1,1,1,0,1,2,1,1,0,1,1
422269,4,5,2,4,3,4,4,4,4,3,2,3
116842,4,3,2,4,3,3,4,3,3,3,1,3
250397,5,5,3,5,3,4,4,4,5,4,3,3
296603,4,3,2,3,3,3,4,3,4,3,1,2
284989,4,2,2,3,2,3,3,1,3,2,1,1
346715,3,3,2,2,3,2,3,3,3,2,1,1
265814,5,5,3,5,3,4,4,4,5,4,3,3
164352,4,4,3,3,3,4,4,3,5,3,2,2
57205,3,3,2,3,3,3,3,3,3,2,1,2
347148,4,4,2,3,3,3,3,3,1,2,2,1
427612,4,4,2,4,3,3,4,3,4,4,2,2
300342,5,4,3,4,3,4,4,3,5,3,2,2
151744,4,3,2,3,3,4,4,3,4,3,2,2
598241,4,4,3,3,3,4,4,3,5,3,2,2
64283,5,4,3,4,3,3,4,3,4,3,2,2
217291,1,0,0,0,1,1,2,1,1,1,1,0
306191,3,4,2,1,3,2,3,3,3,3,1,2
232783,4,4,2,3,3,3,4,3,4,2,2,1
253989,1,0,0,1,1,1,1,1,1,2,1,0
294747,2,2,2,2,2,1,2,1,2,2,1,1
226080,3,3,2,3,3,3,3,3,3,2,1,2
226912,3,2,2,3,2,3,3,3,3,2,1,1
392744,3,3,2,3,3,3,4,3,3,2,1,3
448654,3,3,2,1,2,2,2,2,3,2,1,1
163967,4,3,2,4,3,3,3,3,3,3,1,2
548694,3,3,2,2,2,3,3,3,3,2,1,2
30346,2,2,1,2,2,1,2,1,2,2,1,1
549973,5,5,3,4,3,3,4,4,4,4,3,3
592894,5,5,3,4,3,4,5,4,4,3,2,2
567213,5,3,2,4,4,4,4,3,3,3,1,3
225600,2,2,1,1,2,3,1,2,2,2,0,1
310566,4,4,2,3,3,3,4,3,4,2,2,2
117316,2,2,1,0,0,1,2,0,2,2,1,1
31991,4,3,2,4,4,4,4,4,4,3,1,3
521689,4,4,2,4,4,4,4,3,4,3,1,3
12756,4,3,2,2,3,3,3,3,3,3,1,2
459890,4,4,2,4,3,3,4,4,4,3,1,3
43815,5,5,3,4,3,4,4,4,5,4,3,3
531832,5,5,3,5,4,4,4,4,5,4,4,4
211408,2,2,1,1,2,1,2,2,1,2,1,1
295441,3,3,2,4,3,3,3,3,3,3,1,3
304010,4,3,2,4,4,3,4,3,3,3,1,3
268506,3,2,2,1,2,2,2,2,1,2,2,1
42321,2,2,1,2,2,1,3,1,2,2,1,1
494596,2,2,1,0,0,1,2,1,2,2,1,1
322604,4,3,2,4,3,4,4,3,4,3,1,3
395713,5,5,2,4,4,4,4,3,3,3,1,3
561565,3,2,2,2,2,3,3,1,3,2,1,1
9757,4,4,2,4,3,4,4,3,4,3,1,3
401985,3,2,1,1,1,1,2,1,2,2,1,1
12562,5,5,3,4,3,4,4,3,5,4,2,3
566884,2,2,1,1,2,1,2,2,3,2,1,2
337198,2,2,1,2,2,1,1,1,3,2,2,1
28997,5,5,3,4,4,4,4,4,5,4,3,3
63919,2,2,2,2,2,1,3,1,3,2,1,1
178037,4,3,2,2,3,3,3,3,3,2,1,2
187625,3,3,2,2,3,3,3,3,3,2,1,2
91257,4,4,2,3,3,3,4,3,4,3,2,2
358564,4,4,3,3,3,3,4,3,5,3,2,2
306311,4,5,2,5,3,4,4,4,5,4,3,3
25162,3,3,2,1,2,2,2,1,0,0,0,0
206509,4,4,2,3,3,3,4,3,4,3,2,2
564503,4,4,2,4,3,4,4,3,4,3,2,3
198038,5,4,2,2,3,3,3,2,3,2,2,2
287435,4,4,2,3,3,3,4,4,5,4,2,2
209110,4,4,2,4,3,4,4,4,5,4,2,3
264626,1,2,1,1,2,1,1,1,2,2,1,1
321830,5,5,3,4,4,4,4,4,4,4,3,3
145086,2,1,1,1,1,1,1,1,2,2,1,1
549228,3,2,2,2,2,3,3,1,3,2,1,1
326750,4,3,2,4,3,4,4,3,3,3,1,3
364433,4,5,2,4,3,4,4,4,5,4,3,3
246032,4,4,2,2,2,3,3,3,3,3,2,2
297543,4,5,2,5,3,4,4,4,5,4,3,3
442649,4,5,2,4,3,4,4,4,4,4,2,3
37629,4,4,2,3,3,3,3,3,1,2,2,1
111157,3,2,2,2,2,1,3,1,3,2,1,1
292859,5,4,2,4,3,4,4,3,3,3,1,2
279216,3,3,2,2,2,3,3,1,3,2,1,1
137231,4,5,2,4,3,4,4,4,5,4,3,3
109331,2,2,1,0,2,1,2,1,1,2,1,1
569725,4,4,2,3,3,3,3,3,4,3,2,2
240814,4,4,2,3,3,3,4,4,4,3,2,2
325729,2,2,1,1,2,1,1,1,1,2,1,1
534140,5,4,2,4,3,3,3,3,3,3,1,3
258266,2,2,1,0,2,1,2,1,3,2,1,1
101625,5,5,3,4,3,4,4,4,4,4,2,3
95257,4,4,2,3,3,3,3,2,3,3,2,2
21907,4,5,3,5,3,4,4,4,5,4,2,3
191102,4,2,2,3,2,3,3,3,3,2,2,1
471408,4,3,2,4,4,4,4,3,3,3,1,3
135716,2,2,1,0,2,1,1,2,2,2,1,1
396327,5,5,2,4,3,4,4,3,4,3,1,3
583699,1,1,1,0,1,1,1,0,1,1,1,1
74193,3,2,2,2,2,3,3,1,3,2,1,1
134798,3,3,2,3,3,3,3,3,3,3,1,2
381054,3,2,2,1,2,2,2,2,3,2,1,1
341652,3,3,2,2,2,3,3,3,3,3,1,2
377881,3,2,2,2,2,1,3,1,3,2,1,1
105485,2,2,1,2,2,1,2,1,1,2,1,1
7450,3,3,2,3,3,3,3,3,3,2,1,2
190161,4,4,2,3,3,4,3,3,4,3,2,2
555772,4,3,2,3,3,3,4,3,3,3,1,3
365621,4,3,2,3,3,3,4,3,3,2,1,2
274256,2,2,1,0,2,1,3,1,2,2,1,1
15039,5,4,2,4,3,3,3,3,4,3,2,2
214070,3,3,2,2,3,3,3,3,3,2,1,2
151094,4,4,2,3,3,3,4,4,4,4,2,3
478024,5,5,2,4,3,4,4,3,4,3,1,3
244808,3,3,2,3,3,3,3,3,3,2,1,1
410634,5,4,2,4,3,3,3,3,5,3,2,2
111440,3,3,2,3,2,3,3,3,3,2,1,1
550973,2,1,1,1,0,1,2,1,2,2,1,1
225660,3,3,2,2,2,3,3,3,3,2,1,1
298341,3,3,2,3,3,3,3,3,3,2,1,1
339144,4,4,3,3,3,4,4,3,5,3,2,2
58998,3,3,2,3,3,3,4,3,3,2,1,2
522327,5,4,2,4,3,4,4,3,4,3,2,2
392799,3,3,2,2,3,3,3,3,3,3,1,2
34492,1,0,1,1,0,1,1,0,2,2,1,1
233051,5,4,2,4,3,3,3,3,3,3,1,2
437241,3,3,2,2,3,3,3,3,3,2,1,2
405125,4,5,2,5,4,4,4,4,5,4,3,3
33513,3,2,2,2,2,3,3,1,3,2,1,1
339547,2,2,2,1,2,1,2,2,3,2,1,1
536124,3,2,2,1,2,1,2,2,3,2,2,2
421987,4,5,2,5,3,4,4,4,5,4,3,3
437332,4,5,2,4,3,4,4,3,4,3,1,3
54618,2,1,1,0,1,1,2,1,1,2,1,1
135371,3,3,2,3,3,3,3,3,3,2,1,1
521560,4,4,2,3,3,3,4,3,4,3,2,2
34662,3,3,2,3,2,3,1,3,3,2,1,1
8363,4,4,2,4,3,3,3,3,3,3,1,3
348074,4,2,2,3,2,3,3,3,1,2,2,1
324583,4,2,2,3,3,3,3,3,4,3,2,1
21227,4,4,2,4,3,4,4,4,4,3,2,3
29325,3,2,1,1,2,1,1,1,3,2,0,1
161544,3,3,2,3,3,3,3,3,3,2,1,1
260414,1,2,1,2,1,1,2,1,1,2,1,1
265014,2,2,1,1,0,1,2,1,2,2,1,1
356852,2,2,1,2,1,1,2,1,2,2,1,1
585342,1,2,1,0,0,0,2,1,1,2,1,1
113153,2,2,2,1,2,1,2,1,3,2,1,1
87521,3,2,2,3,2,3,3,1,3,2,1,1
27811,4,3,2,4,3,4,4,3,4,3,1,3
196319,3,2,2,3,2,3,3,1,2,2,1,1
93269,4,5,2,5,4,4,4,4,4,4,3,3
240879,2,2,1,0,2,1,2,1,2,2,1,1
100275,5,4,3,4,3,3,4,4,4,3,2,2
580005,4,4,2,4,3,4,4,3,3,3,1,2
513622,4,4,3,3,3,3,1,2,3,2,0,1
263510,4,3,2,4,3,3,4,3,3,3,1,3
350439,5,5,3,5,4,4,4,4,5,4,3,3
544400,1,2,1,1,1,0,1,1,1,2,1,1
279352,5,5,2,4,3,4,4,4,5,4,3,3
32828,4,5,2,4,3,4,4,4,4,3,2,3
492648,4,4,2,4,3,3,4,3,4,3,2,2
57113,5,5,3,4,3,4,4,4,4,3,2,3
231100,2,2,1,2,2,0,3,1,2,2,1,1
214513,3,3,2,3,3,3,3,3,3,2,1,2
396843,5,5,2,4,3,4,4,4,4,3,1,3
195672,3,3,2,2,2,3,3,2,3,3,1,2
291723,5,4,2,4,3,4,3,3,5,3,2,2
518596,3,4,2,2,3,3,3,2,3,2,1,2
102495,2,2,1,1,0,1,2,1,3,2,1,1
146978,2,1,1,1,2,1,1,1,1,2,1,1
211474,4,3,2,3,3,3,3,3,3,2,1,2
404060,3,2,2,2,2,3,3,3,3,2,1,1
353111,5,5,2,4,3,4,4,3,4,3,2,3
403068,5,4,2,4,3,3,3,2,3,3,2,2
416821,3,3,2,2,2,2,2,2,3,2,1,1
542243,4,3,2,3,3,3,3,3,3,3,1,2
562507,2,2,1,1,2,1,1,2,3,2,2,1
310299,5,5,2,4,4,4,4,3,4,3,1,3
386199,3,3,2,3,2,3,3,2,3,2,1,2
226688,2,2,1,0,0,1,2,1,2,2,1,1
548066,4,5,2,5,4,5,4,4,5,4,3,3
305807,4,3,2,4,3,4,4,3,3,3,1,3
102688,4,5,2,4,3,4,4,4,4,4,3,3
6681,2,2,1,1,2,1,2,1,1,2,1,1
106464,4,3,2,3,3,3,4,3,3,3,1,2
213719,3,3,2,4,3,3,3,3,3,3,1,2
355978,2,1,1,1,1,1,2,1,3,2,1,1
163308,4,4,2,3,3,3,4,3,4,3,2,2
430133,2,2,1,2,2,1,2,1,1,2,1,1
238217,4,4,2,4,3,4,4,3,4,3,2,2
146545,5,4,2,4,3,3,4,3,3,3,1,2
501183,4,3,2,4,4,3,4,4,4,4,1,3
174109,5,4,2,2,3,3,3,2,3,2,2,2
53853,4,3,2,4,4,3,4,3,3,3,1,3
194610,4,3,2,3,3,3,3,3,3,2,1,2
7382,3,3,2,2,2,3,1,2,3,2,0,2
243676,4,5,2,3,3,3,4,4,4,4,3,3
279,4,3,2,4,3,3,3,3,3,3,1,2
430184,3,3,2,2,2,3,3,3,3,2,1,2
498388,4,5,2,4,3,4,4,4,4,3,1,3
301918,3,3,2,2,2,3,3,3,3,2,1,2
585512,4,3,2,4,3,3,3,3,3,3,1,2
566281,5,4,2,4,3,3,3,3,4,3,2,2
447775,4,4,2,4,3,4,4,3,4,3,1,3
96927,2,2,1,1,2,1,2,1,3,2,1,1
23634,3,3,2,3,3,3,3,3,3,2,1,2
41583,4,5,2,5,3,4,4,4,5,4,3,3
312698,4,5,2,4,4,4,4,4,4,4,3,3
596542,3,3,2,2,3,3,3,3,3,2,1,2
11118,4,3,2,4,3,3,4,3,3,3,1,3
239013,5,5,2,4,4,4,4,4,4,3,1,3
548519,4,5,2,5,4,5,4,4,5,4,3,3
77464,2,2,1,2,2,1,3,1,1,2,2,1
115686,3,3,2,1,2,2,2,3,3,3,1,2
201516,3,3,2,3,2,3,1,3,3,2,1,1
135548,4,3,2,3,3,3,3,3,3,3,1,2
18352,4,4,3,3,3,4,4,3,5,3,2,2
197793,5,5,2,4,4,4,4,3,4,3,2,3
184762,3,3,2,2,3,3,3,2,3,2,1,2
425264,3,2,2,1,2,2,1,2,1,2,2,1
38658,3,2,2,3,2,3,1,3,3,2,1,1
546435,3,3,2,2,2,3,3,3,3,2,1,2
369181,1,2,1,2,2,0,3,1,2,2,1,1
478631,4,5,2,5,4,3,4,4,4,4,3,3
543107,2,2,1,2,2,1,2,1,1,2,2,1
319136,3,3,2,2,2,3,3,3,3,2,1,2
152287,5,5,2,4,4,3,4,4,4,4,3,3
559330,4,3,2,3,3,3,4,3,3,2,1,2
77192,2,2,1,0,0,1,2,1,2,2,1,1
422465,2,2,1,0,0,1,2,1,1,2,1,1
96499,3,3,2,3,3,3,4,3,3,2,1,1
435391,4,3,2,4,3,3,3,3,3,3,1,2
294344,4,5,2,4,3,4,4,4,5,3,2,3
391362,4,2,2,3,2,3,3,3,4,3,2,2
473230,2,2,2,0,2,1,2,2,3,2,1,1
319871,5,4,3,4,3,4,4,4,5,3,2,3
194698,5,4,2,4,3,4,5,3,4,3,2,2
42193,2,2,2,2,2,1,2,1,3,2,1,1
76658,2,2,1,1,2,1,2,1,3,2,1,1
113526,5,4,2,4,3,4,4,3,4,3,2,3
348471,4,4,3,3,3,4,4,3,5,4,2,2
443602,3,2,2,3,3,3,3,3,3,2,1,1
135694,5,5,2,4,4,4,4,4,4,3,2,3
66097,4,3,2,3,3,3,4,3,4,3,1,2
475931,5,5,3,4,3,4,4,4,5,4,4,3
